@relation merge_avg_avg1-weka.filters.unsupervised.attribute.Remove-R1

@attribute R_FG {'Toronto Raptors','Brooklyn Nets','Charlotte Bobcats','Minnesota Timberwolves','Orlando Magic','Phoenix Suns','Los Angeles Lakers','Detroit Pistons','Atlanta Hawks','Milwaukee Bucks','Portland Trail Blazers','Boston Celtics','Sacramento Kings','Denver Nuggets','Chicago Bulls','Cleveland Cavaliers','New York Knicks','Oklahoma City Thunder','Miami Heat','Memphis Grizzlies','Indiana Pacers','Los Angeles Clippers','Washington Wizards','San Antonio Spurs','Golden State Warriors','Utah Jazz','Dallas Mavericks','New Orleans Hornets','Houston Rockets','Philadelphia 76ers'}
@attribute avg_R_FG numeric
@attribute avg_R_FGA numeric
@attribute avg_R_FGP numeric
@attribute avg_R_3P numeric
@attribute avg_R_3PA numeric
@attribute avg_R_3PP numeric
@attribute avg_R_FT numeric
@attribute avg_R_FTA numeric
@attribute avg_R_FTP numeric
@attribute avg_R_ORB numeric
@attribute avg_R_DRB numeric
@attribute avg_R_TRB numeric
@attribute avg_R_AST numeric
@attribute avg_R_STL numeric
@attribute avg_R_BLK numeric
@attribute avg_R_TOV numeric
@attribute avg_R_PF numeric
@attribute avg_R_PTS numeric
@attribute avg_R_HOME numeric
@attribute avg_R_WIN numeric
@attribute avg1_R_FG numeric
@attribute avg1_R_FGA numeric
@attribute avg1_R_FGP numeric
@attribute avg1_R_3P numeric
@attribute avg1_R_3PA numeric
@attribute avg1_R_3PP numeric
@attribute avg1_R_FT numeric
@attribute avg1_R_FTA numeric
@attribute avg1_R_FTP numeric
@attribute avg1_R_ORB numeric
@attribute avg1_R_DRB numeric
@attribute avg1_R_TRB numeric
@attribute avg1_R_AST numeric
@attribute avg1_R_STL numeric
@attribute avg1_R_BLK numeric
@attribute avg1_R_TOV numeric
@attribute avg1_R_PF numeric
@attribute avg1_R_PTS numeric
@attribute avg1_R_HOME numeric
@attribute avg1_R_WIN numeric
@attribute H_TEAM {'Sacramento Kings','Boston Celtics','Golden State Warriors','Washington Wizards','Minnesota Timberwolves','Los Angeles Clippers','Houston Rockets','Brooklyn Nets','Los Angeles Lakers','San Antonio Spurs','Orlando Magic','Miami Heat','Cleveland Cavaliers','New Orleans Hornets','Charlotte Bobcats','Indiana Pacers','Atlanta Hawks','Chicago Bulls','Philadelphia 76ers','Phoenix Suns','Milwaukee Bucks','Utah Jazz','Oklahoma City Thunder','Memphis Grizzlies','Toronto Raptors','New York Knicks','Portland Trail Blazers','Detroit Pistons','Denver Nuggets','Dallas Mavericks'}
@attribute avg_H_FG numeric
@attribute avg_H_FGA numeric
@attribute avg_H_FGP numeric
@attribute avg_H_3P numeric
@attribute avg_H_3PA numeric
@attribute avg_H_3PP numeric
@attribute avg_H_FT numeric
@attribute avg_H_FTA numeric
@attribute avg_H_FTP numeric
@attribute avg_H_ORB numeric
@attribute avg_H_DRB numeric
@attribute avg_H_TRB numeric
@attribute avg_H_AST numeric
@attribute avg_H_STL numeric
@attribute avg_H_BLK numeric
@attribute avg_H_TOV numeric
@attribute avg_H_PF numeric
@attribute avg_H_PTS numeric
@attribute avg_H_HOME numeric
@attribute avg_H_WIN numeric
@attribute avg1_H_FG numeric
@attribute avg1_H_FGA numeric
@attribute avg1_H_FGP numeric
@attribute avg1_H_3P numeric
@attribute avg1_H_3PA numeric
@attribute avg1_H_3PP numeric
@attribute avg1_H_FT numeric
@attribute avg1_H_FTA numeric
@attribute avg1_H_FTP numeric
@attribute avg1_H_ORB numeric
@attribute avg1_H_DRB numeric
@attribute avg1_H_TRB numeric
@attribute avg1_H_AST numeric
@attribute avg1_H_STL numeric
@attribute avg1_H_BLK numeric
@attribute avg1_H_TOV numeric
@attribute avg1_H_PF numeric
@attribute avg1_H_PTS numeric
@attribute avg1_H_HOME numeric
@attribute avg1_H_WIN numeric
@attribute RESULT {0,1}

@data
'Oklahoma City Thunder',37.738095,78.928571,0.47813,7.738095,19.690476,0.392987,22.857143,27.261905,0.838428,10.666667,32.428571,43.095238,21.619048,8.166667,6.952381,15.166667,20.738095,106.071429,0.52381,0.785714,41,78,0.525641,15,27,0.555556,12,14,0.857143,10,27,37,24,6,4,16,26,109,0,1,'Golden State Warriors',37.9,82.775,0.457868,7.875,20.025,0.393258,16.95,21.25,0.797647,10.875,33.975,44.85,22.975,6.975,3.85,15.1,21.675,100.625,0.475,0.625,39,75,0.52,12,22,0.545455,16,18,0.888889,6,33,39,25,4,2,17,21,106,1,1,1
'Orlando Magic',37.880597,83.671642,0.452729,6.477612,19.552239,0.331298,12.373134,16.044776,0.771163,10.492537,31.716418,42.208955,23.19403,6.19403,4.164179,14.134328,19.462687,94.61194,0.522388,0.268657,47,93,0.505376,5,21,0.238095,10,15,0.666667,11,33,44,21,10,4,12,21,109,0,0,'Indiana Pacers',35.134328,80.925373,0.434157,7.089552,19.791045,0.35822,17.059701,22.835821,0.747059,12.925373,33.014925,45.940299,20.58209,7.059701,6.61194,14.58209,20.134328,94.41791,0.507463,0.61194,39,88,0.443182,8,22,0.363636,25,29,0.862069,15,42,57,29,8,9,14,16,111,0,1,1
'Phoenix Suns',37.168831,84.025974,0.442349,5.688312,17.506494,0.324926,14.714286,19.844156,0.741492,11.688312,29.857143,41.545455,22.337662,7.974026,5.207792,14.883117,20.675325,94.74026,0.519481,0.298701,34,80,0.425,7,21,0.333333,17,19,0.894737,9,29,38,20,8,4,16,24,92,1,0,'Houston Rockets',38.194805,82.636364,0.462203,10.623377,28.805195,0.368801,19.233766,25.506494,0.754073,11.116883,32.142857,43.25974,23.311688,8.337662,4.142857,15.792208,20.181818,106.246753,0.493506,0.558442,39,83,0.46988,14,34,0.411765,22,32,0.6875,11,30,41,30,5,10,18,22,114,0,0,1
'Houston Rockets',38.571429,83.571429,0.461538,9.914286,27.485714,0.360707,19.714286,25.828571,0.763274,10.571429,32.714286,43.285714,23.057143,8.828571,4.114286,16.028571,19,106.771429,0.571429,0.6,48,87,0.551724,11,25,0.44,18,23,0.782609,9,33,42,26,8,4,18,15,125,1,1,'New Orleans Hornets',35.323529,79.882353,0.442194,6.941176,18.323529,0.378812,14.176471,18.294118,0.77492,11.088235,29.882353,40.970588,21,6.264706,5.323529,13.5,19.705882,91.764706,0.5,0.264706,40,83,0.481928,5,13,0.384615,10,12,0.833333,14,28,42,23,12,3,14,15,95,1,1,1
'Philadelphia 76ers',36.878788,83.969697,0.439192,6.545455,18.242424,0.358804,13.030303,17.939394,0.726351,11.242424,30.575758,41.818182,21.727273,7.666667,5.212121,12.121212,19.181818,93.333333,0.484848,0.454545,37,84,0.440476,5,14,0.357143,10,12,0.833333,10,34,44,21,7,3,16,18,89,0,0,'Oklahoma City Thunder',37.516129,78.419355,0.478404,7.548387,18.83871,0.400685,22.935484,27.129032,0.845422,10.387097,32.741935,43.129032,21.903226,7.83871,7.612903,15.096774,20.548387,105.516129,0.612903,0.774194,36,73,0.493151,8,19,0.421053,13,17,0.764706,6,28,34,22,5,8,19,23,93,1,0,1
'Los Angeles Lakers',37.308824,81.117647,0.459935,8.882353,24.647059,0.360382,18.985294,27.573529,0.688533,11.441176,33.205882,44.647059,22.102941,7.058824,5.205882,14.676471,18.161765,102.485294,0.5,0.529412,41,72,0.569444,12,28,0.428571,19,29,0.655172,6,37,43,28,2,7,13,12,113,1,1,'Phoenix Suns',37.104478,83.955224,0.441956,5.656716,17.462687,0.323932,14.701493,19.865672,0.740045,11.537313,30.029851,41.567164,22.208955,8,5.328358,14.80597,20.656716,94.567164,0.477612,0.328358,42,88,0.477273,6,21,0.285714,15,20,0.75,17,31,48,19,5,4,14,15,105,0,0,1
'Charlotte Bobcats',34.267606,81.591549,0.41999,5.732394,17.042254,0.336364,19.084507,25.549296,0.746968,11.323944,28.957746,40.28169,19.140845,7.267606,6.014085,12.788732,19.211268,93.352113,0.507042,0.239437,44,85,0.517647,6,20,0.3,20,28,0.714286,11,32,43,26,5,8,10,12,114,1,1,'New York Knicks',36.057143,81.357143,0.443196,10.657143,28.857143,0.369307,16.357143,21.585714,0.757776,10.971429,29.785714,40.757143,19.257143,8.385714,3.728571,11.728571,19.871429,99.128571,0.5,0.628571,38,74,0.513514,13,31,0.419355,19,22,0.863636,7,24,31,18,9,2,11,25,108,1,1,1
'New York Knicks',37.025641,83.384615,0.444034,11.051282,28.692308,0.385165,15.974359,21.333333,0.748798,10.794872,29.666667,40.461538,19.871795,8.512821,3.846154,10.74359,19.25641,101.076923,0.512821,0.641026,34,84,0.404762,6,21,0.285714,11,17,0.647059,7,30,37,14,11,2,5,20,85,1,0,'Boston Celtics',36.682927,79.95122,0.458816,5.463415,16.121951,0.33888,16.02439,20.658537,0.775679,8.682927,30.414634,39.097561,23.04878,8.756098,4.146341,13.829268,21.414634,94.853659,0.512195,0.487805,32,84,0.380952,7,17,0.411765,19,22,0.863636,16,32,48,24,5,8,16,18,90,0,0,0
'Utah Jazz',36.513514,82.324324,0.443533,6.486486,17.621622,0.368098,19.081081,24.918919,0.765727,12.837838,30.054054,42.891892,22.621622,8.135135,6.621622,14.378378,21.972973,98.594595,0.405405,0.513514,44,82,0.536585,10,22,0.454545,14,21,0.666667,10,31,41,30,8,11,16,22,112,0,1,'Atlanta Hawks',37.205882,81.617647,0.455856,8.911765,23.588235,0.377805,13.352941,18.852941,0.708268,9.941176,30.941176,40.882353,23.147059,8.529412,5.058824,14.088235,17.441176,96.676471,0.5,0.588235,37,84,0.440476,7,22,0.318182,2,5,0.4,11,35,46,19,4,7,13,17,83,0,0,1
'Golden State Warriors',38.12,83.24,0.457953,7.8,19.86,0.392749,17.02,21.24,0.801318,10.9,33.6,44.5,23.06,6.8,4.06,14.88,21.7,101.06,0.44,0.6,36,74,0.486486,6,17,0.352941,15,20,0.75,7,27,34,18,5,4,16,25,93,0,0,'Dallas Mavericks',38.183673,84.387755,0.452479,7.020408,19.408163,0.361725,17.22449,21.673469,0.794727,9.55102,32.795918,42.346939,22.55102,7.77551,5.244898,13.897959,20.918367,100.612245,0.44898,0.428571,41,86,0.476744,10,20,0.5,13,19,0.684211,11,35,46,22,5,3,8,16,105,1,1,1
'Orlando Magic',37.633333,83.116667,0.452777,6.366667,18.983333,0.335382,12.416667,16.133333,0.769628,10.483333,31.9,42.383333,23.45,5.966667,4.183333,14.166667,18.983333,94.05,0.533333,0.266667,29,73,0.39726,2,15,0.133333,22,26,0.846154,12,25,37,19,6,4,14,14,82,1,0,'New Orleans Hornets',36.266667,80.383333,0.451171,6.75,18.2,0.370879,14.966667,19.466667,0.768836,11.35,29.8,41.15,21.333333,6.366667,5.566667,13.5,20.4,94.25,0.483333,0.35,35,81,0.432099,7,20,0.35,23,31,0.741935,18,29,47,17,5,7,11,16,100,1,1,0
'Houston Rockets',38.339623,82.962264,0.462133,10.320755,28.226415,0.365642,19.132075,25.339623,0.755026,10.867925,32.207547,43.075472,23.150943,8.377358,4.188679,15.811321,20.075472,106.132075,0.490566,0.528302,44,89,0.494382,10,33,0.30303,13,17,0.764706,14,29,43,29,6,7,15,21,111,0,0,'Golden State Warriors',38.039216,83.352941,0.456363,7.764706,19.784314,0.392468,17.019608,21.294118,0.799263,11.019608,33.627451,44.647059,22.843137,6.745098,4,14.882353,21.784314,100.862745,0.431373,0.588235,34,89,0.382022,6,16,0.375,17,24,0.708333,17,35,52,12,4,1,15,26,91,0,0,0
'Milwaukee Bucks',38.2,84.4,0.452607,6.4,18.2,0.351648,14.6,19.8,0.737374,10.4,30.8,41.2,24.2,9.6,6.4,15,19.8,97.4,0.6,0.6,35,88,0.397727,3,19,0.157895,19,26,0.730769,16,28,44,20,7,3,11,25,92,1,0,'Philadelphia 76ers',33.666667,81.5,0.413088,6.666667,18.833333,0.353982,14.666667,18.333333,0.8,11.5,33.333333,44.833333,19.666667,8.166667,5.333333,15.333333,18,88.666667,0.333333,0.666667,34,73,0.465753,6,14,0.428571,19,25,0.76,9,37,46,21,8,4,15,19,93,0,1,0
'San Antonio Spurs',39.693878,81.510204,0.48698,8.489796,22.387755,0.379216,16.265306,20.632653,0.788328,8,33.530612,41.530612,25.265306,8.632653,5.102041,14.530612,17.306122,104.142857,0.489796,0.77551,38,78,0.487179,5,20,0.25,15,16,0.9375,3,42,45,25,5,4,16,17,96,1,1,'Minnesota Timberwolves',35.666667,81.777778,0.436141,5.488889,18.333333,0.299394,18.444444,25.311111,0.728709,13.088889,30.4,43.488889,22.022222,7.977778,5.088889,14.622222,18.266667,95.266667,0.488889,0.4,40,85,0.470588,3,13,0.230769,15,19,0.789474,10,19,29,23,13,2,12,20,98,1,0,0
'Oklahoma City Thunder',37.725,79.025,0.477381,7.55,19.4,0.389175,22.7,27.075,0.838412,10.675,32.675,43.35,21.55,8.175,7.075,14.95,20.425,105.7,0.55,0.8,39,95,0.410526,6,20,0.3,33,36,0.916667,18,35,53,13,8,2,17,23,117,0,1,'Denver Nuggets',39.5,84.97619,0.464836,6.142857,18.714286,0.328244,17.547619,25.761905,0.681146,13.880952,31.738095,45.619048,23.452381,8.190476,6.428571,14.642857,20.380952,102.690476,0.428571,0.571429,41,84,0.488095,7,16,0.4375,19,31,0.612903,9,25,34,17,13,4,14,23,108,1,0,1
'New York Knicks',35.875,81.8125,0.438503,10.703125,29.109375,0.367687,16.390625,21.609375,0.758496,11.0625,30.015625,41.078125,19.453125,8.234375,3.765625,11.796875,19.671875,98.84375,0.5,0.59375,29,81,0.358025,12,26,0.461538,10,14,0.714286,7,32,39,21,7,1,9,27,80,0,0,'Utah Jazz',36.787879,81.863636,0.44938,5.954545,16.636364,0.357923,18.545455,24.181818,0.766917,12.439394,29.984848,42.424242,22.484848,8.212121,6.454545,14.348485,21.545455,98.075758,0.484848,0.515152,31,71,0.43662,5,16,0.3125,23,31,0.741935,7,31,38,18,7,4,5,21,90,1,1,0
'Houston Rockets',37.352941,85.176471,0.438536,9.176471,26.352941,0.348214,19.823529,25.647059,0.772936,13.117647,32.058824,45.176471,22.235294,8.529412,4.235294,16.058824,19.705882,103.705882,0.588235,0.529412,38,101,0.376238,7,34,0.205882,24,31,0.774194,21,29,50,22,7,4,10,28,107,1,1,'San Antonio Spurs',39.052632,82.263158,0.474728,7.789474,21.736842,0.358354,16.736842,21.578947,0.77561,9.421053,32.631579,42.052632,24.473684,8.157895,4.894737,14.789474,18.157895,102.631579,0.421053,0.789474,40,85,0.470588,6,21,0.285714,24,28,0.857143,14,39,53,27,6,4,17,20,110,1,1,1
'Milwaukee Bucks',37.740741,86.944444,0.434079,6.425926,18.462963,0.348044,15.814815,21.611111,0.731791,13.074074,30.740741,43.814815,22.259259,8.425926,7.5,13.944444,19.203704,97.722222,0.518519,0.481481,41,89,0.460674,4,12,0.333333,16,20,0.8,17,41,58,28,8,2,17,14,102,1,0,'Dallas Mavericks',38.381818,84.581818,0.453783,7.345455,19.872727,0.369625,17.418182,21.854545,0.797005,9.618182,32.909091,42.527273,22.890909,7.945455,5.490909,13.581818,21,101.527273,0.490909,0.454545,39,87,0.448276,8,18,0.444444,13,19,0.684211,12,32,44,19,11,1,12,23,99,1,0,0
'Houston Rockets',38.333333,83.606061,0.458499,9.818182,27.363636,0.358804,19.575758,25.606061,0.764497,10.575758,32.757576,43.333333,22.969697,8.787879,4.121212,15.939394,19,106.060606,0.575758,0.575758,45,83,0.542169,13,33,0.393939,12,19,0.631579,8,27,35,30,13,3,19,20,115,0,1,'Cleveland Cavaliers',35.235294,84.382353,0.417567,7.705882,21.735294,0.354533,16.058824,21.823529,0.735849,13.029412,29.029412,42.058824,19.382353,7.970588,3.411765,14.470588,22.088235,94.235294,0.411765,0.235294,39,78,0.5,7,16,0.4375,21,29,0.724138,6,34,40,23,9,10,13,22,106,0,1,0
'Utah Jazz',36.692308,84.769231,0.432849,6.076923,17.846154,0.340517,19.076923,25,0.763077,14.230769,32.307692,46.538462,22.153846,7.307692,7.769231,14.461538,21.307692,98.538462,0.384615,0.538462,36,83,0.433735,3,15,0.2,29,33,0.878788,17,26,43,27,7,6,11,22,104,1,1,'Sacramento Kings',37,85.166667,0.434442,5.833333,17.5,0.333333,14.083333,19.083333,0.737991,11.75,28.333333,40.083333,18.083333,8.833333,4.416667,13.916667,24.416667,93.916667,0.583333,0.25,40,80,0.5,10,17,0.588235,12,16,0.75,6,25,31,21,5,3,13,23,102,0,0,1
'Oklahoma City Thunder',37.697674,78.906977,0.477748,7.674419,19.604651,0.391459,22.837209,27.255814,0.837884,10.627907,32.372093,43,21.581395,8.186047,6.953488,15.255814,20.72093,105.906977,0.511628,0.767442,36,78,0.461538,5,16,0.3125,22,27,0.814815,9,30,39,20,9,7,19,20,99,0,0,'Sacramento Kings',36.674419,83.162791,0.440996,6.534884,18.534884,0.352572,17.186047,22.418605,0.766598,12.162791,28.55814,40.72093,19.953488,7.906977,4.697674,14.023256,21.302326,97.069767,0.534884,0.372093,38,79,0.481013,5,11,0.454545,15,24,0.625,18,31,49,23,8,9,24,22,96,1,0,0
'Brooklyn Nets',34.75,79.09375,0.439352,7.5,21.8125,0.34384,17.65625,23.90625,0.738562,12.1875,28.90625,41.09375,20.09375,7.21875,4.875,13.46875,18.5,94.65625,0.5625,0.53125,38,76,0.5,9,17,0.529412,25,29,0.862069,10,28,38,22,11,3,12,13,110,0,1,'Washington Wizards',33.766667,83.133333,0.406175,6.3,20.166667,0.312397,14.833333,19.633333,0.755518,11.533333,32.3,43.833333,20.533333,7.3,4.866667,14.8,20.766667,88.666667,0.5,0.133333,35,83,0.421687,3,13,0.230769,8,10,0.8,8,33,41,24,9,6,19,25,81,0,0,0
'Charlotte Bobcats',34.315068,81.39726,0.421575,5.739726,17.041096,0.336817,19.082192,25.589041,0.745717,11.260274,28.863014,40.123288,19.164384,7.232877,5.931507,12.835616,19.342466,93.452055,0.493151,0.232877,38,76,0.5,2,8,0.25,14,23,0.608696,8,27,35,22,5,3,12,22,92,0,0,'Milwaukee Bucks',38.166667,87.625,0.435568,6.888889,19.361111,0.355811,15.597222,21.083333,0.739789,13.055556,30.847222,43.902778,22.833333,8.291667,6.888889,13.555556,19.097222,98.819444,0.513889,0.486111,37,98,0.377551,12,29,0.413793,13,15,0.866667,19,26,45,24,7,2,9,20,99,1,0,1
'Boston Celtics',37.272727,79.454545,0.469108,5.272727,15.318182,0.344214,18.045455,22.727273,0.794,7.409091,31.181818,38.590909,23.590909,8.545455,4,14.090909,20.772727,97.863636,0.545455,0.545455,34,85,0.4,8,20,0.4,13,17,0.764706,9,32,41,22,15,5,12,16,89,0,0,'San Antonio Spurs',39.916667,82.958333,0.481165,8.375,22.291667,0.375701,16.625,21.125,0.786982,9.166667,33.708333,42.875,25.333333,8.125,5.208333,14.958333,17.708333,104.833333,0.375,0.75,33,72,0.458333,6,19,0.315789,18,25,0.72,7,31,38,23,8,2,19,11,90,0,0,1
'Oklahoma City Thunder',35.714286,73.571429,0.485437,7.142857,17.285714,0.413223,21.571429,25.714286,0.838889,7.714286,34.428571,42.142857,21.571429,6.714286,7.857143,18,21.571429,100.142857,0.714286,0.714286,40,73,0.547945,7,15,0.466667,19,22,0.863636,4,37,41,20,7,10,21,22,106,1,1,'Detroit Pistons',34.142857,80.857143,0.422261,5.857143,16.428571,0.356522,17.285714,23.142857,0.746914,11.142857,26.285714,37.428571,21.428571,6.428571,6,14.571429,18.285714,91.428571,0.142857,0,32,80,0.4,7,20,0.35,11,16,0.6875,11,34,45,17,8,9,16,16,82,0,0,0
'Denver Nuggets',39.627907,85.162791,0.465319,6.186047,18.697674,0.330846,17.674419,25.953488,0.681004,14.023256,31.697674,45.72093,23.511628,8.209302,6.418605,14.837209,20.674419,103.116279,0.44186,0.581395,45,93,0.483871,8,18,0.444444,23,34,0.676471,20,30,50,26,9,6,23,33,121,1,1,'Houston Rockets',37.534884,82.906977,0.452735,9.953488,28.093023,0.354305,19.395349,25.767442,0.752708,10.813953,32.116279,42.930233,22.395349,8.627907,3.953488,16.162791,19.651163,104.418605,0.488372,0.511628,29,74,0.391892,10,29,0.344828,32,41,0.780488,11,36,47,20,7,3,13,23,100,0,1,0
'Milwaukee Bucks',37.85,86.3,0.438586,5.7,17.55,0.324786,15.5,20.65,0.750605,12.15,30.65,42.8,22.7,8.55,7.6,13.35,19.55,96.9,0.5,0.55,39,96,0.40625,6,17,0.352941,14,24,0.583333,24,36,60,22,8,6,9,18,98,1,1,'Cleveland Cavaliers',35.043478,85.434783,0.410178,7.956522,22.826087,0.348571,15.956522,22.130435,0.721022,14,28.565217,42.565217,19.608696,8.391304,3.086957,14.73913,22.26087,94,0.391304,0.217391,27,81,0.333333,9,22,0.409091,18,25,0.72,13,27,40,19,7,6,12,28,81,0,0,0
'Oklahoma City Thunder',37.269231,77.423077,0.481371,7.423077,18.461538,0.402083,23.115385,27.346154,0.845288,10.076923,32.692308,42.769231,22.115385,7.692308,7.615385,15.192308,20.692308,105.076923,0.615385,0.807692,33,82,0.402439,5,20,0.25,22,26,0.846154,11,32,43,17,10,6,16,24,93,0,0,'Miami Heat',38.833333,78,0.497863,8.708333,21.166667,0.411417,17.125,22.5,0.761111,7.75,30.958333,38.708333,23.041667,8.291667,4.791667,13.791667,18.875,103.5,0.625,0.75,38,73,0.520548,11,24,0.458333,18,22,0.818182,6,33,39,23,12,5,16,19,105,1,1,1
'Utah Jazz',37.24,82.92,0.449108,6.68,18.04,0.370288,18.72,24.56,0.762215,13.24,30.08,43.32,22.72,8.24,6.84,14.32,21.76,99.88,0.44,0.52,31,74,0.418919,5,17,0.294118,19,24,0.791667,7,28,35,20,7,4,15,20,86,1,0,'Brooklyn Nets',35.478261,80.391304,0.44132,7.73913,22.478261,0.344294,17.217391,23.478261,0.733333,12.478261,29.347826,41.826087,21.26087,6.913043,5.130435,13.478261,18.913043,95.913043,0.565217,0.565217,29,75,0.386667,7,19,0.368421,17,22,0.772727,14,27,41,15,9,8,18,18,82,0,0,0
'New Orleans Hornets',36,80.195122,0.448905,6.97561,18.804878,0.370947,14.341463,18.585366,0.771654,11.560976,30.195122,41.756098,21.268293,6.365854,5.292683,13.707317,20.195122,93.317073,0.512195,0.341463,43,89,0.483146,12,25,0.48,16,21,0.761905,20,29,49,25,4,4,15,27,114,1,1,'San Antonio Spurs',39.590909,81.704545,0.484562,8.590909,22.477273,0.382204,16.272727,20.545455,0.792035,8.227273,33.409091,41.636364,25.159091,8.522727,5.363636,14.568182,17.227273,104.045455,0.454545,0.75,34,81,0.419753,3,18,0.166667,19,26,0.730769,9,38,47,22,8,3,14,12,90,0,1,1
'Oklahoma City Thunder',37.459459,78.297297,0.478426,7.621622,19.459459,0.391667,22.648649,27,0.838839,10.405405,32.945946,43.351351,21.864865,8.081081,7.135135,15.054054,20.243243,105.189189,0.567568,0.783784,32,71,0.450704,6,23,0.26087,17,22,0.772727,6,37,43,20,6,3,15,19,87,0,1,'Phoenix Suns',37.564103,84.333333,0.445424,6,18.076923,0.331915,14.410256,19.333333,0.745358,11.384615,29,40.384615,21.974359,7.74359,5.794872,13.461538,20.538462,95.538462,0.487179,0.333333,36,73,0.493151,6,14,0.428571,19,25,0.76,9,37,46,23,5,11,17,20,97,0,1,0
'Indiana Pacers',34.027027,80.972973,0.420227,6.513514,19.135135,0.340395,16.513514,22.567568,0.731737,13.054054,33.27027,46.324324,19.675676,6.621622,6.675676,14.486486,19.405405,91.081081,0.486486,0.621622,38,89,0.426966,11,28,0.392857,9,12,0.75,17,31,48,24,11,6,14,21,96,1,1,'Brooklyn Nets',35.305556,79.527778,0.44394,7.527778,21.75,0.346105,18.111111,24.333333,0.744292,12.527778,29.527778,42.055556,20.277778,7.25,4.916667,13.583333,18.583333,96.25,0.555556,0.583333,34,75,0.453333,6,13,0.461538,25,32,0.78125,13,31,44,12,10,2,11,15,99,1,1,1
'Brooklyn Nets',35.714286,79.428571,0.44964,7.285714,21.428571,0.34,18.571429,25.857143,0.718232,12.428571,30.285714,42.714286,20.428571,6.571429,5.857143,14.142857,17.428571,97.285714,0.714286,0.714286,36,85,0.423529,8,22,0.363636,22,28,0.785714,18,29,47,19,7,7,11,18,102,1,1,'Sacramento Kings',35.888889,86.777778,0.413572,5.222222,17.777778,0.29375,14.333333,19.111111,0.75,12.333333,28.444444,40.777778,17.777778,9.555556,4.666667,13.444444,24.333333,91.333333,0.555556,0.222222,39,85,0.458824,8,20,0.4,10,14,0.714286,10,27,37,25,11,0,14,22,96,1,0,0
'Orlando Magic',37.691358,84.283951,0.447195,6.222222,18.802469,0.330926,12.530864,16.469136,0.76087,10.888889,31.839506,42.728395,22.814815,6.45679,4.407407,14,19.37037,94.135802,0.506173,0.246914,31,74,0.418919,2,10,0.2,20,33,0.606061,15,24,39,16,8,6,14,14,84,1,0,'Miami Heat',38.345679,77.407407,0.495375,8.703704,21.975309,0.396067,17.45679,23.061728,0.756959,8.271605,30.395062,38.666667,22.950617,8.679012,5.296296,13.296296,18.703704,102.851852,0.493827,0.802469,33,66,0.5,13,28,0.464286,17,27,0.62963,10,35,45,25,2,8,17,19,96,0,1,1
'Washington Wizards',35.26,82.58,0.42698,6.52,18.86,0.345705,14.4,19.6,0.734694,10.76,32.66,43.42,21.72,7.5,4.7,14.84,20.42,91.44,0.5,0.3,42,74,0.567568,4,12,0.333333,14,17,0.823529,7,40,47,29,7,4,19,16,102,0,1,'Detroit Pistons',36.396226,81.679245,0.445599,6.113208,16.867925,0.362416,16.339623,23.433962,0.697262,12.792453,30.924528,43.716981,20.603774,6.792453,5.660377,14.396226,19.660377,95.245283,0.54717,0.377358,29,81,0.358025,5,19,0.263158,23,33,0.69697,14,27,41,21,13,3,13,16,86,1,0,1
'Dallas Mavericks',38.507937,84.222222,0.457218,7.460317,20.126984,0.370662,16.920635,21.365079,0.791976,9.396825,32.936508,42.333333,23.015873,7.888889,5.428571,13.698413,20.968254,101.396825,0.460317,0.47619,41,82,0.5,11,29,0.37931,22,27,0.814815,3,38,41,23,5,5,9,19,115,0,1,'San Antonio Spurs',39.584615,81.215385,0.487403,8.353846,21.938462,0.380785,16.907692,21.430769,0.788945,7.876923,33.030769,40.907692,25.107692,8.692308,5.169231,14.107692,17.584615,104.430769,0.461538,0.753846,29,82,0.353659,9,29,0.310345,16,18,0.888889,8,31,39,19,9,4,16,21,83,0,0,1
'Detroit Pistons',36.02381,81.071429,0.444347,6.333333,17,0.372549,16.571429,23.404762,0.708037,12.571429,31.095238,43.666667,20.452381,6.285714,5.642857,14.380952,19.904762,94.952381,0.547619,0.380952,34,82,0.414634,4,13,0.307692,10,14,0.714286,13,24,37,20,6,4,12,22,82,0,0,'Miami Heat',38.384615,78.435897,0.489376,8.461538,21.820513,0.387779,17.358974,22.923077,0.757271,8.205128,31,39.205128,22.487179,8.230769,5.051282,13.153846,19.461538,102.589744,0.512821,0.692308,45,82,0.54878,9,22,0.409091,24,38,0.631579,16,37,53,26,5,3,13,21,123,1,1,1
'Utah Jazz',37.3125,81.9375,0.455378,6.2625,17.05,0.367302,17.5125,22.925,0.763904,12.1125,29.8625,41.975,22.7875,8.4125,6.3375,14.275,21.425,98.4,0.5125,0.525,42,72,0.583333,8,13,0.615385,15,17,0.882353,6,30,36,23,8,4,18,19,107,1,1,'Minnesota Timberwolves',35.8625,81.7,0.438953,5.45,17.8625,0.305108,18.6125,25.1,0.741534,12.025,30.0125,42.0375,22.3625,8.525,4.775,14.1875,18.425,95.7875,0.5,0.375,41,83,0.493976,6,15,0.4,17,19,0.894737,11,25,36,19,17,6,18,14,105,1,1,0
